name,stargazerCount,owner,createdAt,updatedAt,language,openPullRequests,mergedPullRequests,releases,openIssues,closedIssues
MS-DOS,30957,microsoft,2018-06-25T18:26:02Z,2025-02-20T13:57:12Z,Assembly,0,37,0,0,0
spaCy,30957,explosion,2014-07-03T15:15:40Z,2025-02-20T18:10:45Z,Shell,25,3581,127,159,5524
jQuery-File-Upload,30949,blueimp,2010-12-01T15:35:32Z,2025-02-20T19:11:22Z,JavaScript,3,119,0,49,3258
HowToLiveLonger,30947,geekan,2022-04-16T04:15:18Z,2025-02-20T15:27:58Z,Unknown,2,13,0,26,103
ShareX,30891,ShareX,2013-10-08T23:32:10Z,2025-02-20T20:33:38Z,C#,5,744,80,577,6052
lottie-web,30888,airbnb,2015-02-20T21:02:59Z,2025-02-20T16:59:20Z,HTML,57,136,0,759,2122
Blog,30886,mqyqingfeng,2017-03-13T10:04:33Z,2025-02-20T19:48:56Z,Unknown,5,3,0,229,100
nacos,30868,alibaba,2018-06-15T06:49:27Z,2025-02-20T17:07:37Z,Java,13,2946,76,234,8575
pnpm,30827,pnpm,2016-01-28T07:40:43Z,2025-02-20T20:32:06Z,JavaScript,73,2425,983,1714,2815
aseprite,30812,aseprite,2014-08-19T23:44:50Z,2025-02-20T21:53:17Z,CMake,34,347,114,1682,2376
pytorch-tutorial,30807,yunjey,2017-03-10T07:41:47Z,2025-02-20T14:28:56Z,Python,21,28,0,66,113
remix,30765,remix-run,2020-10-26T19:57:28Z,2025-02-20T22:12:54Z,JavaScript,85,3364,155,275,2303
floating-ui,30687,floating-ui,2016-03-29T17:00:47Z,2025-02-20T19:01:03Z,JavaScript,11,1111,467,32,1381
etcher,30641,balena-io,2015-10-27T16:53:23Z,2025-02-20T18:59:56Z,CSS,28,1726,284,494,1809
dotfiles,30585,mathiasbynens,2011-09-05T18:07:54Z,2025-02-20T20:53:53Z,Shell,48,44,0,144,248
p3c,30564,alibaba,2017-06-23T06:15:51Z,2025-02-20T14:14:18Z,Kotlin,27,62,0,160,698
WxJava,30558,binarywang,2016-01-06T08:24:05Z,2025-02-20T16:54:36Z,Java,3,988,30,32,2239
LocalAI,30538,mudler,2023-03-18T22:58:02Z,2025-02-20T22:04:00Z,Earthly,20,3062,69,402,538
outline,30529,outline,2016-05-22T21:31:47Z,2025-02-20T22:45:32Z,JavaScript,10,2642,141,106,3026
cockroach,30527,cockroachdb,2014-02-06T00:18:47Z,2025-02-20T22:45:54Z,Shell,1009,63104,0,5883,64711
libpku,30514,lib-pku,2018-11-22T13:33:06Z,2025-02-20T15:35:48Z,JavaScript,4,22,0,10,31
echo,30493,labstack,2015-03-01T17:43:01Z,2025-02-20T17:47:34Z,Go,28,586,108,54,1381
v2ray-core,30435,v2fly,2019-04-15T10:05:54Z,2025-02-20T20:58:38Z,Go,4,866,100,35,970
slate,30388,ianstormtaylor,2016-06-18T01:52:42Z,2025-02-20T18:06:58Z,JavaScript,30,1878,186,653,2502
spring-boot-examples,30374,ityouknow,2016-11-05T05:32:33Z,2025-02-20T13:13:03Z,Java,6,7,0,9,99
YesPlayMusic,30359,qier222,2020-10-09T10:04:21Z,2025-02-20T18:01:43Z,JavaScript,7,283,31,594,1188
linux-insides,30345,0xAX,2015-01-03T18:44:57Z,2025-02-20T20:28:29Z,Shell,11,577,0,33,152
lede,30338,coolsnowwolf,2017-09-06T07:39:03Z,2025-02-20T14:54:58Z,Makefile,1,1988,6,742,8185
CyberChef,30313,gchq,2016-11-28T10:34:07Z,2025-02-20T22:17:43Z,JavaScript,96,475,447,407,601
rufus,30307,pbatard,2011-11-19T19:12:05Z,2025-02-20T20:36:19Z,Shell,1,1,81,8,2418
NeteaseCloudMusicApi,30305,Binaryify,2016-06-22T11:58:03Z,2025-02-20T11:57:38Z,Unknown,0,292,0,147,1190
mmdetection,30292,open-mmlab,2018-08-22T07:06:06Z,2025-02-20T15:34:09Z,Shell,181,2359,53,1697,6732
cline,30274,cline,2024-07-06T07:28:10Z,2025-02-20T22:43:19Z,JavaScript,49,135,49,352,577
browser-use,30118,browser-use,2024-10-31T16:00:56Z,2025-02-20T22:35:13Z,Python,40,245,34,263,86
Sortable,30071,SortableJS,2013-12-19T10:10:13Z,2025-02-20T09:30:33Z,JavaScript,31,246,30,458,1342
calculator,30062,microsoft,2019-01-28T17:55:49Z,2025-02-20T17:33:19Z,PowerShell,19,881,0,362,713
symfony,30040,symfony,2010-01-04T14:21:21Z,2025-02-20T19:02:49Z,Shell,293,23425,537,523,20218
HEAD,30025,joshbuchea,2016-04-20T20:05:37Z,2025-02-20T21:34:23Z,Unknown,8,86,0,20,73
manim,30014,ManimCommunity,2020-05-19T02:37:13Z,2025-02-20T19:58:25Z,Python,76,1832,29,411,1180
chatbot-ui,30008,mckaywrigley,2023-03-11T14:53:14Z,2025-02-20T21:41:56Z,TypeScript,41,281,0,158,814
winutil,29992,ChrisTitusTech,2022-04-28T02:25:19Z,2025-02-20T22:42:22Z,PowerShell,10,762,17,187,1542
layui,29976,layui,2015-09-22T08:12:03Z,2025-02-20T15:31:47Z,JavaScript,3,534,136,44,1169
full-stack-fastapi-template,29961,fastapi,2019-02-23T15:08:34Z,2025-02-20T22:32:57Z,Shell,18,374,10,163,257
awesome-cto,29956,kuchin,2016-12-16T19:22:18Z,2025-02-20T22:18:31Z,Unknown,6,12,0,2,9
qBittorrent,29945,qbittorrent,2012-02-04T09:37:46Z,2025-02-20T22:47:53Z,Shell,28,3721,0,2786,13602
webtorrent,29939,webtorrent,2013-10-15T08:16:40Z,2025-02-20T22:40:09Z,JavaScript,11,933,210,66,1586
interactive-coding-challenges,29936,donnemartin,2015-04-28T21:36:39Z,2025-02-20T20:24:41Z,C++,38,176,0,36,32
minikube,29935,kubernetes,2016-04-15T22:38:35Z,2025-02-20T22:41:52Z,Go,58,8405,150,502,9343
go-zero,29934,zeromicro,2020-08-07T15:37:57Z,2025-02-20T21:47:34Z,Go,101,2170,125,219,1511
dokku,29932,dokku,2013-06-08T10:26:57Z,2025-02-20T20:12:09Z,Shell,19,3913,294,45,2719
bulletproof-react,29929,alan2207,2021-05-30T14:47:16Z,2025-02-20T18:17:14Z,JavaScript,7,69,0,31,76
refine,29926,refinedev,2021-01-20T12:01:32Z,2025-02-20T19:32:08Z,TypeScript,8,4311,1000,25,1557
tabby,29908,TabbyML,2023-03-16T09:18:01Z,2025-02-20T22:04:02Z,Python,53,2667,191,162,665
sharp,29891,lovell,2013-08-19T20:24:24Z,2025-02-20T18:19:50Z,Python,2,288,88,129,3769
stanford_alpaca,29830,tatsu-lab,2023-03-10T23:33:09Z,2025-02-20T10:50:03Z,Python,19,6,0,173,98
sequelize,29787,sequelize,2010-07-22T07:11:11Z,2025-02-20T12:42:55Z,JavaScript,94,4840,484,864,9503
jsPDF,29769,parallax,2009-12-06T14:56:32Z,2025-02-20T18:37:55Z,HTML,7,713,34,115,2409
vue-cli,29757,vuejs,2015-12-26T23:11:20Z,2025-02-20T21:08:55Z,JavaScript,136,1258,177,934,4558
mpv,29731,mpv-player,2012-10-13T08:08:44Z,2025-02-20T22:00:10Z,Objective-C,96,3257,86,844,9411
foundation-sites,29720,foundation,2011-10-13T23:05:42Z,2025-02-20T20:26:42Z,JavaScript,10,2958,79,49,8180
Real-ESRGAN,29698,xinntao,2021-07-19T03:23:30Z,2025-02-20T20:26:57Z,Python,44,21,10,530,169
union,29677,unionlabs,2023-05-16T22:33:39Z,2025-02-20T22:49:00Z,Solidity,41,1909,76,244,1401
fabric.js,29660,fabricjs,2010-06-09T22:24:38Z,2025-02-20T14:17:03Z,JavaScript,68,2223,165,400,5729
Reactive-Resume,29650,AmruthPillai,2020-03-25T14:08:22Z,2025-02-20T22:39:22Z,JavaScript,2,633,95,208,1238
lossless-cut,29647,mifi,2016-10-30T10:49:56Z,2025-02-20T22:25:55Z,JavaScript,4,192,99,174,1359
bubbletea,29641,charmbracelet,2020-01-10T21:04:03Z,2025-02-20T21:01:45Z,Go,44,571,55,67,260
Umi-OCR,29599,hiroi-sora,2022-03-28T04:01:46Z,2025-02-20T20:26:41Z,Python,0,45,30,172,475
leakcanary,29556,square,2015-04-29T23:54:16Z,2025-02-20T18:55:59Z,Shell,11,919,43,98,1512
AI-Expert-Roadmap,29556,AMAI-GmbH,2020-10-24T21:49:40Z,2025-02-20T22:36:48Z,Vue,3,13,0,19,46
editor.js,29553,codex-team,2015-11-28T20:56:35Z,2025-02-20T17:22:31Z,JavaScript,77,860,100,584,919
influxdb,29528,influxdata,2013-09-26T14:31:10Z,2025-02-20T22:30:52Z,Shell,69,10263,87,2022,11726
siyuan,29524,siyuan-note,2020-08-30T09:21:35Z,2025-02-20T22:46:59Z,Dockerfile,2,403,742,332,13260
hutool,29523,chinabugotech,2014-04-13T07:23:51Z,2025-02-20T16:37:07Z,Shell,0,421,149,4,2881
project-guidelines,29514,elsewhencode,2017-06-30T10:17:55Z,2025-02-20T22:26:20Z,JavaScript,6,114,0,9,29
react-boilerplate,29511,react-boilerplate,2015-02-18T14:36:32Z,2025-02-20T14:40:05Z,HTML,45,715,16,83,1822
uppy,29508,transloadit,2015-11-16T12:32:33Z,2025-02-20T09:28:59Z,HTML,11,2960,132,141,2235
kafka,29490,apache,2011-08-15T18:06:16Z,2025-02-20T21:25:13Z,Shell,268,10678,0,0,0
phantomjs,29484,ariya,2010-12-27T08:18:58Z,2025-02-20T17:00:50Z,C,0,562,0,14,4731
netron,29416,lutzroeder,2010-12-26T12:53:43Z,2025-02-20T22:23:26Z,JavaScript,2,1,3,20,1154
500lines,29408,aosabook,2013-11-04T02:02:53Z,2025-02-20T18:59:30Z,Makefile,30,175,0,31,39
fabric,29396,danielmiessler,2024-01-03T23:18:31Z,2025-02-20T22:49:56Z,Go,6,255,92,175,411
stats,29393,exelban,2019-05-29T19:24:56Z,2025-02-20T22:33:51Z,Swift,1,400,283,20,1905
OpenAPI-Specification,29388,OAI,2014-03-03T16:53:36Z,2025-02-20T20:34:20Z,JavaScript,9,1255,12,171,2120
Mr.-Ranedeer-AI-Tutor,29361,JushBJJ,2023-03-31T12:37:26Z,2025-02-20T15:17:43Z,Unknown,1,19,3,13,34
backstage,29357,backstage,2020-01-24T22:39:49Z,2025-02-20T19:48:29Z,JavaScript,148,17715,405,349,6217
comprehensive-rust,29342,google,2022-12-21T15:17:24Z,2025-02-20T22:36:12Z,JavaScript,35,2005,0,106,214
particles.js,29335,VincentGarreau,2014-09-06T14:29:47Z,2025-02-20T15:55:38Z,JavaScript,59,21,6,301,106
Hover,29335,IanLunn,2014-01-02T14:27:35Z,2025-02-20T08:59:20Z,JavaScript,18,23,10,24,83
apollo,29332,apolloconfig,2016-03-04T10:24:23Z,2025-02-20T12:54:02Z,Java,2,1421,41,139,3156
roop,29324,s0md3v,2023-05-28T14:37:54Z,2025-02-20T22:05:56Z,Python,3,82,6,0,0
servo,29314,servo,2012-02-08T19:07:25Z,2025-02-20T21:28:39Z,Rust,76,18514,0,3144,9918
GPTs,29307,linexjlin,2023-11-11T03:24:16Z,2025-02-20T15:44:50Z,Unknown,1,45,0,6,21
tqdm,29302,tqdm,2015-06-03T13:13:14Z,2025-02-20T21:03:26Z,Python,123,287,131,429,584
standard,29260,standard,2015-01-27T01:23:31Z,2025-02-20T18:05:15Z,JavaScript,13,412,7,110,1121
awesome-macos-command-line,29253,herrbischoff,2015-09-22T19:37:55Z,2025-02-20T22:42:48Z,Unknown,0,104,0,0,0
es6features,29230,lukehoban,2014-03-03T18:29:30Z,2025-02-20T09:17:18Z,Unknown,18,41,0,21,36
ruoyi-vue-pro,29228,YunaiV,2021-01-24T03:18:25Z,2025-02-20T16:20:33Z,Java,6,55,34,11,511
algo,29198,trailofbits,2016-05-15T03:42:48Z,2025-02-20T22:13:31Z,Shell,17,530,2,175,1428
rocksdb,29164,facebook,2012-11-30T06:16:18Z,2025-02-20T19:35:07Z,Shell,422,606,200,690,2598
directus,29124,directus,2012-12-12T01:35:36Z,2025-02-20T22:19:38Z,JavaScript,32,7728,327,525,8457
awesome-python-cn,29108,jobbole,2015-11-03T09:50:50Z,2025-02-20T16:49:40Z,Makefile,10,51,0,13,18
cheerio,29098,cheeriojs,2011-10-09T04:23:20Z,2025-02-20T19:47:51Z,HTML,10,2613,58,27,1178
COVID-19,29088,CSSEGISandData,2020-02-04T22:03:53Z,2025-02-20T08:00:28Z,Unknown,281,2152,0,1680,2079
paper-reading,29085,mli,2021-10-22T06:34:51Z,2025-02-20T19:36:29Z,Unknown,2,14,0,0,0
alpine,29060,alpinejs,2019-11-28T13:51:55Z,2025-02-20T22:01:35Z,JavaScript,29,655,136,0,607
MonitorControl,29031,MonitorControl,2017-09-16T21:13:40Z,2025-02-20T19:42:09Z,Swift,0,213,26,7,950
pytorch-lightning,29015,Lightning-AI,2019-03-31T00:45:57Z,2025-02-20T18:27:00Z,Python,71,8830,163,867,6352
folly,28993,facebook,2012-06-01T20:49:04Z,2025-02-20T21:37:42Z,C++,84,12,228,269,912
data-engineering-zoomcamp,28984,DataTalksClub,2021-10-21T09:32:50Z,2025-02-20T12:29:30Z,HCL,4,373,0,1,132
swift-algorithm-club,28954,kodecocodes,2016-01-26T17:56:12Z,2025-02-20T20:12:01Z,Swift,29,610,0,32,183
weekly,28940,ascoders,2017-03-20T06:10:04Z,2025-02-20T20:04:26Z,JavaScript,0,136,193,2,363
CheatSheetSeries,28904,OWASP,2018-12-21T14:26:43Z,2025-02-20T20:42:08Z,Shell,8,995,0,43,438
tiptap,28872,ueberdosis,2018-08-20T19:58:58Z,2025-02-20T19:05:33Z,JavaScript,33,1031,850,526,2419
numpy,28866,numpy,2010-09-13T23:02:39Z,2025-02-20T22:29:57Z,Python,203,12394,125,2003,11110
Data-Science-For-Beginners,28844,microsoft,2021-03-03T16:30:15Z,2025-02-20T21:35:28Z,JavaScript,33,293,0,22,95
k3s,28831,k3s-io,2018-05-31T01:37:46Z,2025-02-20T21:42:19Z,Go,20,3732,824,119,6332
composer,28829,composer,2011-06-08T08:53:00Z,2025-02-20T17:35:24Z,PHP,15,2896,209,106,7685
canal,28819,alibaba,2013-01-13T10:59:52Z,2025-02-20T22:31:56Z,Java,62,463,32,1096,3551
django-rest-framework,28812,encode,2011-03-02T17:13:56Z,2025-02-20T20:22:02Z,HTML,38,2976,19,0,0
croc,28796,schollz,2017-10-17T15:20:18Z,2025-02-20T19:13:54Z,Go,2,228,172,7,513
css-protips,28789,AllThingsSmitty,2015-08-29T12:29:03Z,2025-02-20T22:42:50Z,Unknown,11,68,0,1,59
docsify,28773,docsifyjs,2016-11-20T07:55:43Z,2025-02-20T17:37:07Z,JavaScript,43,691,14,143,1133
surrealdb,28731,surrealdb,2021-12-09T15:03:29Z,2025-02-20T19:22:35Z,Dockerfile,53,1812,66,673,1268
todomvc,28728,tastejs,2011-06-03T19:56:33Z,2025-02-20T14:20:59Z,JavaScript,43,760,6,123,661
lux,28709,iawia002,2018-02-24T11:29:03Z,2025-02-20T18:55:42Z,Go,7,296,86,506,539
lighthouse,28702,GoogleChrome,2016-03-08T01:03:11Z,2025-02-20T22:40:17Z,JavaScript,58,5312,116,551,8539
consul,28693,hashicorp,2013-11-04T22:15:27Z,2025-02-20T18:37:13Z,Go,60,13517,199,1233,4265
postcss,28663,postcss,2013-09-24T23:06:48Z,2025-02-20T21:37:28Z,JavaScript,0,745,265,24,984
python-guide,28660,realpython,2011-03-15T03:24:20Z,2025-02-20T17:41:40Z,Makefile,21,683,0,93,176
server,28657,nextcloud,2016-06-02T07:44:14Z,2025-02-20T22:16:30Z,PHP,312,25811,308,2216,17226
mediapipe,28647,google-ai-edge,2019-06-13T19:16:41Z,2025-02-20T22:05:28Z,Python,139,201,59,374,4930
CasaOS,28608,IceWhaleTech,2021-09-26T02:33:09Z,2025-02-20T20:58:41Z,Makefile,2,267,96,595,833
SpringAll,28604,wuyouzhuguli,2018-05-02T02:48:44Z,2025-02-20T14:56:29Z,Java,13,1,0,21,27
slick,28599,kenwheeler,2014-03-24T02:10:05Z,2025-02-20T10:06:08Z,Makefile,190,249,48,1210,2403
linkedin-skill-assessments-quizzes,28576,Ebazhanov,2019-07-13T19:52:56Z,2025-02-20T21:46:51Z,Unknown,0,5638,1,83,807
k9s,28562,derailed,2019-01-25T18:46:02Z,2025-02-20T21:29:50Z,Makefile,80,736,233,556,1389
Hello-Python,28524,mouredev,2022-08-03T17:14:53Z,2025-02-20T22:27:07Z,Python,3,0,0,17,130
react-spring,28468,pmndrs,2018-03-07T15:39:32Z,2025-02-20T16:28:31Z,JavaScript,12,429,50,102,1141
vuex,28456,vuejs,2015-07-16T04:21:26Z,2025-02-20T08:52:22Z,JavaScript,45,656,51,99,1166
handson-ml2,28429,ageron,2019-01-08T03:49:07Z,2025-02-20T18:14:21Z,Jupyter Notebook,10,64,0,214,300
machine-learning-for-software-engineers,28363,ZuzooVn,2016-10-09T21:20:25Z,2025-02-20T19:22:09Z,Unknown,14,60,0,17,9
llama3,28351,meta-llama,2024-03-15T17:57:00Z,2025-02-20T20:38:08Z,Python,39,24,0,166,118
android_guides,28347,codepath,2013-06-19T10:24:45Z,2025-02-19T19:16:42Z,Unknown,2,10,0,160,219
plyr,28329,sampotts,2015-02-14T11:33:07Z,2025-02-20T21:40:44Z,JavaScript,37,384,88,879,1220
Clone-Wars,28319,GorvGoyl,2020-12-02T11:10:16Z,2025-02-20T07:16:00Z,Unknown,9,130,0,11,70
xxl-job,28313,xuxueli,2015-11-28T12:59:34Z,2025-02-20T13:31:43Z,Java,173,109,36,651,2484
Free-Certifications,28285,cloudcommunity,2020-07-31T10:26:19Z,2025-02-20T21:18:53Z,Unknown,13,115,0,29,67
spring-cloud-alibaba,28237,alibaba,2017-12-01T20:49:15Z,2025-02-20T17:11:45Z,Java,28,1063,47,253,2187
async,28224,caolan,2010-06-01T21:01:30Z,2025-02-20T15:16:20Z,Makefile,0,554,7,6,1133
UTM,28221,utmapp,2019-04-12T16:09:24Z,2025-02-20T22:43:11Z,Objective-C,18,249,118,875,2352
react-three-fiber,28217,pmndrs,2019-02-25T14:31:51Z,2025-02-20T13:22:30Z,JavaScript,11,631,119,55,1016
puter,28160,HeyPuter,2024-03-03T01:44:32Z,2025-02-20T22:11:32Z,JavaScript,6,476,8,156,382
ladybird,28130,LadybirdBrowser,2024-05-30T09:18:10Z,2025-02-20T22:04:55Z,Shell,56,2589,0,341,360
the-super-tiny-compiler,28118,jamiebuilds,2016-03-11T04:19:18Z,2025-02-20T18:35:15Z,JavaScript,11,20,0,0,0
JavaScript30,28111,wesbos,2016-12-07T19:15:31Z,2025-02-20T21:38:36Z,HTML,55,153,0,0,0
backbone,28103,jashkenas,2010-09-30T19:41:28Z,2025-02-19T20:03:51Z,JavaScript,19,880,0,40,2364
immer,28089,immerjs,2017-12-29T12:25:47Z,2025-02-20T21:11:06Z,JavaScript,21,374,109,33,632
trilium,28088,zadam,2017-05-23T00:30:20Z,2025-02-20T20:24:40Z,JavaScript,23,250,297,885,2614
druid,28069,alibaba,2011-11-03T05:12:51Z,2025-02-20T11:35:22Z,Java,20,1451,51,2205,2276
tinygrad,28068,tinygrad,2020-10-18T16:23:12Z,2025-02-20T22:39:05Z,Python,43,6080,10,124,739
ChatGPT,28058,acheong08,2022-12-03T14:35:24Z,2025-02-20T17:40:51Z,Python,0,294,277,11,794
DevToys,28045,DevToys-app,2021-09-29T01:40:41Z,2025-02-20T21:06:55Z,Batchfile,3,498,38,225,657
tuning_playbook,28024,google-research,2023-01-18T23:32:32Z,2025-02-20T22:07:28Z,Unknown,1,14,0,9,34
fish-shell,28019,fish-shell,2012-05-10T03:00:55Z,2025-02-20T21:52:33Z,Shell,24,2006,45,426,6954
Complete-Python-3-Bootcamp,28001,Pierian-Data,2018-02-12T19:30:10Z,2025-02-20T22:32:18Z,Jupyter Notebook,105,12,0,138,223
nginxconfig.io,27975,digitalocean,2018-01-05T14:21:14Z,2025-02-20T05:48:02Z,JavaScript,6,191,0,54,184
cobalt,27975,imputnet,2022-07-08T18:12:55Z,2025-02-20T22:21:13Z,JavaScript,13,201,0,132,596
tokio,27965,tokio-rs,2016-09-09T22:31:36Z,2025-02-20T19:18:52Z,Rust,43,3442,126,288,2095
filebrowser,27911,filebrowser,2015-09-11T21:21:58Z,2025-02-20T21:41:19Z,Go,15,526,62,88,2448
reverse-interview,27910,viraptor,2019-09-08T13:38:40Z,2025-02-20T20:49:35Z,Unknown,17,75,0,7,18
stb,27899,nothings,2014-05-25T16:51:23Z,2025-02-20T21:39:09Z,C,134,285,0,162,687
data-science-ipython-notebooks,27877,donnemartin,2015-01-23T19:38:29Z,2025-02-20T22:13:50Z,Python,21,31,0,19,22
viper,27877,spf13,2014-04-02T14:33:33Z,2025-02-20T19:26:16Z,Go,103,487,32,407,478
os-tutorial,27847,cfenollosa,2014-09-29T08:39:34Z,2025-02-20T19:17:31Z,Assembly,50,11,0,72,104
react-select,27827,JedWatson,2014-08-26T04:27:45Z,2025-02-20T03:45:53Z,JavaScript,88,1051,59,360,3247
xstate,27822,statelyai,2015-09-14T15:04:15Z,2025-02-20T21:28:28Z,JavaScript,48,1906,399,96,1272
mantine,27821,mantinedev,2021-01-07T14:02:19Z,2025-02-20T22:18:04Z,JavaScript,13,1364,252,24,2925
glances,27765,nicolargo,2011-12-04T08:49:15Z,2025-02-20T20:51:50Z,Python,16,710,49,178,1803
cursor,27761,getcursor,2023-03-12T00:19:42Z,2025-02-20T22:06:18Z,Unknown,0,46,0,1382,1077
xyflow,27757,xyflow,2019-07-15T14:47:30Z,2025-02-20T22:24:58Z,JavaScript,15,1245,294,107,2015
waifu2x,27752,nagadomi,2015-05-17T07:29:15Z,2025-02-20T19:17:30Z,Lua,3,68,3,153,209
medusa,27741,medusajs,2020-01-18T13:39:04Z,2025-02-20T22:28:31Z,JavaScript,35,6580,113,88,2666
Charts,27739,ChartsOrg,2015-03-20T10:49:12Z,2025-02-20T22:25:45Z,Swift,106,418,38,884,3383
mobx,27735,mobxjs,2015-03-14T14:31:38Z,2025-02-20T09:32:08Z,JavaScript,15,1143,112,51,1911
applied-ml,27717,eugeneyan,2020-07-04T18:57:47Z,2025-02-20T19:53:22Z,Unknown,0,208,0,2,22
GPT_API_free,27684,chatanywhere,2023-04-23T12:42:08Z,2025-02-20T17:41:35Z,Python,5,1,0,57,275
restic,27674,restic,2014-04-27T14:07:58Z,2025-02-20T22:48:28Z,Makefile,32,2126,47,361,2347
ink,27652,vadimdemedes,2017-06-12T06:12:28Z,2025-02-20T19:22:17Z,JavaScript,13,213,53,67,290
90DaysOfDevOps,27651,MichaelCade,2021-12-26T13:55:18Z,2025-02-20T18:31:33Z,Go,0,357,2,9,80
DeepFaceLive,27646,iperov,2020-12-15T12:19:22Z,2025-02-20T20:49:13Z,Python,0,13,35,1,143
jan,27646,janhq,2023-08-17T02:17:10Z,2025-02-20T21:58:53Z,Makefile,5,1967,73,140,2049
aider,27630,Aider-AI,2023-05-09T18:57:49Z,2025-02-20T22:02:59Z,Python,79,183,81,498,2326
diffusers,27599,huggingface,2022-05-30T16:04:02Z,2025-02-20T22:07:14Z,Python,177,4332,81,403,4117
vhr,27593,lenve,2018-01-04T08:57:51Z,2025-02-20T20:23:42Z,Java,56,1,0,158,96
gitbook,27566,GitbookIO,2014-03-31T03:01:56Z,2025-02-20T22:21:01Z,JavaScript,18,717,21,37,1829
hosts,27517,StevenBlack,2012-04-12T20:22:50Z,2025-02-20T22:36:36Z,Python,4,476,729,78,1944
yapi,27497,YMFE,2016-05-30T09:09:09Z,2025-02-20T05:59:20Z,JavaScript,77,141,1,1526,921
helm,27475,helm,2015-10-06T01:07:32Z,2025-02-20T22:47:54Z,Makefile,377,3847,204,382,7557
Daily-Interview-Question,27452,Advanced-Frontend,2019-01-19T10:49:00Z,2025-02-20T15:43:04Z,JavaScript,0,15,0,262,298
CLIP,27447,openai,2020-12-16T11:24:42Z,2025-02-20T17:53:59Z,Python,15,28,0,222,189
textual,27440,Textualize,2021-04-08T15:24:47Z,2025-02-20T21:51:09Z,Python,34,2018,165,169,1934
ResumeSample,27421,geekcompany,2014-09-08T08:08:13Z,2025-02-20T11:58:03Z,Unknown,2,2,0,0,0
python-fire,27412,google,2017-02-21T21:35:07Z,2025-02-20T09:28:07Z,Python,28,118,11,128,198
vnpy,27379,vnpy,2015-03-02T03:36:58Z,2025-02-20T19:50:30Z,Python,1,1043,62,6,2070
underscore,27377,jashkenas,2009-10-25T18:31:06Z,2025-02-20T09:45:11Z,JavaScript,21,746,0,30,1394
motion,27360,motiondivision,2018-11-16T09:48:38Z,2025-02-20T22:21:49Z,Makefile,6,971,0,246,1499
Python-programming-exercises,27306,zhiwehu,2012-06-14T07:56:46Z,2025-02-20T21:09:11Z,Unknown,88,0,0,68,17
aos,27274,michalsnik,2015-07-09T17:49:00Z,2025-02-20T20:06:33Z,CSS,30,38,0,340,360
Xray-core,27273,XTLS,2020-11-09T11:23:10Z,2025-02-20T22:33:34Z,Go,13,850,77,7,2349
weui,27256,Tencent,2014-12-18T04:09:54Z,2025-02-20T09:08:27Z,JavaScript,7,203,51,53,615
mindsdb,27234,mindsdb,2018-08-02T17:56:45Z,2025-02-20T20:35:20Z,Python,77,4796,283,78,4026
Jobs_Applier_AI_Agent_AIHawk,27214,feder-cr,2024-08-04T12:15:06Z,2025-02-20T22:49:36Z,Python,1,185,0,25,653
TrackersListCollection,27204,XIU2,2019-10-03T15:55:07Z,2025-02-20T22:44:26Z,Unknown,0,5,0,0,0
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27201,CamDavidsonPilon,2013-01-14T15:46:28Z,2025-02-20T09:28:35Z,Jupyter Notebook,49,243,0,155,90
dragonfly,27162,dragonflydb,2021-12-11T10:00:42Z,2025-02-20T22:30:44Z,CMake,18,2737,91,201,1261
Retrieval-based-Voice-Conversion-WebUI,27162,RVC-Project,2023-03-27T09:59:10Z,2025-02-20T21:53:21Z,Python,14,477,7,500,1274
dnSpy,27113,dnSpy,2015-07-01T16:05:10Z,2025-02-20T17:11:05Z,C#,0,53,1,0,0
it-tools,27112,CorentinTh,2020-04-05T11:50:24Z,2025-02-20T22:42:57Z,JavaScript,276,489,10,364,190
awesome-sysadmin,27103,awesome-foss,2014-12-23T08:41:22Z,2025-02-20T22:42:53Z,Unknown,26,317,0,14,86
mongoose,27102,Automattic,2010-04-06T21:39:05Z,2025-02-20T13:43:06Z,JavaScript,2,3250,176,218,10737
JCSprout,27094,crossoverJie,2017-12-17T09:06:50Z,2025-02-20T11:35:05Z,Java,15,69,0,30,59
firecracker,27086,firecracker-microvm,2017-10-19T06:18:47Z,2025-02-20T20:26:58Z,Rust,24,2916,75,60,1372
ghostty,27073,ghostty-org,2022-03-29T17:38:26Z,2025-02-20T22:32:35Z,Zig,45,1988,1,126,1477
commander.js,27060,tj,2011-08-14T21:33:58Z,2025-02-20T20:03:17Z,JavaScript,0,784,82,5,1100
AdGuardHome,27058,AdguardTeam,2016-07-06T10:31:47Z,2025-02-20T22:40:59Z,Makefile,40,122,195,1020,4537
Tvlist-awesome-m3u-m3u8,27056,imDazui,2017-02-18T03:59:25Z,2025-02-20T22:40:28Z,Unknown,7,1,0,23,47
turborepo,27024,vercel,2021-10-05T17:37:11Z,2025-02-20T22:02:27Z,Makefile,28,5755,464,129,1707
Web,27004,qianguyihao,2017-01-03T11:44:33Z,2025-02-20T16:21:31Z,Unknown,13,0,0,60,152
python-telegram-bot,26991,python-telegram-bot,2015-07-07T15:30:39Z,2025-02-20T16:30:21Z,Python,8,1527,121,16,2206
tdesktop,26977,telegramdesktop,2014-05-02T12:36:31Z,2025-02-20T21:04:17Z,Shell,27,1629,770,858,13833
